#,Unnamed: 1
"""Местное время в Мурманске"";""T"";""Po"";""P"";""Pa"";""U"";""DD"";""Ff"";""ff10"";""ff3"";""N"";""WW"";""W1"";""W2"";""Tn"";""Tx"";""Cl"";""Nh"";""H"";""Cm"";""Ch"";""VV"";""Td"";""RRR"";""tR"";""E"";""Tg"";""E'"";""sss""",
"""08.05.2023 09:00"";""4.4"";""758.2"";""762.9"";""0.0"";""69"";""Ветер, дующий с западо-юго-запада"";""3"";""6"";""7"";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Дождь."";""2.8"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""600-1000"";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";"""";""20.0"";""-0.9"";""0.3"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Снежный покров не постоянный.""",
"""08.05.2023 06:00"";""3.1"";""758.2"";""762.9"";""-0.9"";""72"";""Ветер, дующий с юга"";""4"";""7"";""7"";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Дождь."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""2.8"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""60%."";""2500 или более, или облаков нет."";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-1.6"";""0.3"";""12"";"""";"""";"""";""""",
"""08.05.2023 03:00"";""3.4"";""759.1"";""763.8"";""-0.8"";""61"";""Ветер, дующий с юго-запада"";""4"";""6"";""7"";""100%."";""Дождь незамерзающий непрерывный слабый в срок наблюдения. "";""Дождь."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""2500 или более, или облаков нет."";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""20.0"";""-3.5"";"""";"""";"""";"""";"""";""""",
"""08.05.2023 00:00"";""4.5"";""759.9"";""764.6"";""-0.6"";""52"";""Ветер, дующий с юга"";""2"";""3"";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""90  или более, но не 100%"";""2500 или более, или облаков нет."";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-4.7"";"""";"""";"""";"""";"""";""""",
"""07.05.2023 21:00"";""6.1"";""760.5"";""765.2"";""-0.1"";""40"";""Ветер, дующий с северо-северо-запада"";""2"";""3"";""12"";""100%."";"" "";"""";"""";"""";""10.4"";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""2500 или более, или облаков нет."";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";"""";""50.0"";""-6.7"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""07.05.2023 18:00"";""9.1"";""760.6"";""765.3"";""-0.3"";""30"";""Ветер, дующий с запада"";""5"";""7"";""12"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях."";""20–30%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-7.5"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""07.05.2023 15:00"";""10.3"";""760.9"";""765.6"";""-1.1"";""29"";""Ветер, дующий с юго-запада"";""7"";""12"";""12"";""60%."";"" "";"""";"""";"""";"""";""Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них."";""50.0"";""-7.3"";"""";"""";"""";"""";"""";""""",
"""07.05.2023 12:00"";""9.1"";""762.0"";""766.7"";""-1.3"";""33"";""Ветер, дующий с юго-запада"";""5"";""8"";""10"";""40%."";"" "";"""";"""";"""";"""";""Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них."";""50.0"";""-6.6"";"""";"""";"""";"""";"""";""""",
"""07.05.2023 09:00"";""5.4"";""763.3"";""768.1"";""-0.8"";""54"";""Ветер, дующий с юга"";""4"";""6"";""7"";""Облаков нет."";"" "";"""";"""";""0.0"";"""";"""";"""";"""";"""";"""";""50.0"";""-3.2"";""Осадков нет"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Снежный покров не постоянный.""",
"""07.05.2023 06:00"";""1.1"";""764.1"";""769.0"";""-0.4"";""78"";""Ветер, дующий с юга"";""3"";""5"";""6"";""Облаков нет."";"" "";"""";"""";""0.0"";"""";"""";"""";"""";"""";"""";""50.0"";""-2.3"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""07.05.2023 03:00"";""0.3"";""764.5"";""769.3"";""-0.3"";""87"";""Ветер, дующий с юго-юго-запада"";""2"";""3"";""5"";""70 – 80%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""40%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-1.6"";"""";"""";"""";"""";"""";""""",
"""07.05.2023 00:00"";""2.1"";""764.8"";""769.6"";""-0.1"";""78"";""Ветер, дующий с юго-запада"";""1"";""1"";""5"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-1.4"";"""";"""";"""";"""";"""";""""",
"""06.05.2023 21:00"";""4.0"";""764.9"";""769.7"";""-0.2"";""71"";""Ветер, дующий с севера"";""4"";""6"";""7"";""60%."";"" "";"""";"""";"""";""6.7"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""50%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-0.8"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""06.05.2023 18:00"";""5.7"";""765.1"";""769.9"";""0.1"";""49"";""Ветер, дующий с севера"";""2"";""3"";""7"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды."";""10%  или менее, но не 0"";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-4.2"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""06.05.2023 15:00"";""5.8"";""765.0"";""769.7"";""-0.1"";""52"";""Ветер, дующий с севера"";""3"";""5"";""6"";""70 – 80%."";"" "";"""";"""";"""";"""";""Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне."";""40%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-3.4"";"""";"""";"""";"""";"""";""""",
"""06.05.2023 12:00"";""4.3"";""765.1"";""769.9"";""0.4"";""62"";""Ветер, дующий с севера"";""4"";""6"";""6"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-2.4"";"""";"""";"""";"""";"""";""""",
"""06.05.2023 09:00"";""2.5"";""764.7"";""769.5"";""0.2"";""71"";""Ветер, дующий с западо-северо-запада"";""2"";""4"";""5"";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""1.1"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""60%."";""300-600"";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-2.2"";""Следы осадков"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Снежный покров не постоянный.""",
"""06.05.2023 06:00"";""1.5"";""764.5"";""769.3"";""0.2"";""76"";""Ветер, дующий с юго-востока"";""1"";""2"";""5"";""100%."";"" "";"""";"""";""1.1"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""600-1000"";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";"""";""20.0"";""-2.4"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""06.05.2023 03:00"";""1.2"";""764.3"";""769.1"";""-0.2"";""79"";""Ветер, дующий с запада"";""2"";""3"";""6"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.1"";"""";"""";"""";"""";"""";""""",
"""06.05.2023 00:00"";""1.5"";""764.5"";""769.3"";""-0.1"";""75"";""Ветер, дующий с западо-юго-запада"";""2"";""2"";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""60%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-2.5"";"""";"""";"""";"""";"""";""""",
"""05.05.2023 21:00"";""1.9"";""764.6"";""769.4"";""0.1"";""73"";""Ветер, дующий с северо-северо-запада"";""2"";""4"";""8"";""90  или более, но не 100%"";""Ливневый снег или ливневый дождь и снег. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""4.2"";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.4"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""05.05.2023 18:00"";""3.7"";""764.5"";""769.2"";""-0.1"";""58"";""Ветер, дующий с западо-северо-запада"";""3"";""4"";""7"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""50.0"";""-3.9"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""05.05.2023 15:00"";""3.7"";""764.6"";""769.4"";""-0.1"";""51"";""Ветер, дующий с запада"";""3"";""6"";""8"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях."";""70 – 80%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-5.7"";"""";"""";"""";"""";"""";""""",
"""05.05.2023 12:00"";""2.4"";""764.7"";""769.5"";""0.3"";""43"";""Ветер, дующий с западо-северо-запада"";""3"";""5"";""8"";""20–30%."";"" "";"""";"""";"""";"""";""Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды."";""10%  или менее, но не 0"";""600-1000"";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные."";""50.0"";""-9.0"";"""";"""";"""";"""";"""";""""",
"""05.05.2023 09:00"";""0.0"";""764.4"";""769.3"";""0.5"";""61"";""Ветер, дующий с северо-запада"";""4"";""7"";""9"";""20–30%."";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";""-2.4"";"""";""Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне."";""10%  или менее, но не 0"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-6.7"";""0.3"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.""","""Менее 0.5"""
"""05.05.2023 06:00"";""-2.1"";""763.9"";""768.7"";""0.6"";""80"";""Ветер, дующий с северо-запада"";""5"";""7"";""9"";""90  или более, но не 100%"";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-2.4"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""60%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-5.2"";""0.3"";""12"";"""";"""";"""";""""",
"""05.05.2023 03:00"";""-1.9"";""763.3"";""768.2"";""0.3"";""72"";""Ветер, дующий с северо-запада"";""5"";""8"";""11"";""100%."";""Ливневый снег или ливневый дождь и снег. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""20.0"";""-6.3"";"""";"""";"""";"""";"""";""""",
"""05.05.2023 00:00"";""-1.8"";""763.0"";""767.8"";""0.6"";""77"";""Ветер, дующий с северо-северо-запада"";""6"";""10"";""11"";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""10.0"";""-5.3"";"""";"""";"""";"""";"""";""""",
"""04.05.2023 21:00"";""-1.3"";""762.4"";""767.2"";""0.8"";""71"";""Ветер, дующий с северо-северо-запада"";""7"";""10"";""15"";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""0.4"";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""20.0"";""-6.0"";""0.3"";""12"";"""";"""";"""";""""",
"""04.05.2023 18:00"";""-0.7"";""761.6"";""766.5"";""1.2"";""67"";""Ветер, дующий с севера"";""10"";""13"";""15"";""90  или более, но не 100%"";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-6.1"";""0.6"";""12"";"""";"""";"""";""""",
"""04.05.2023 15:00"";""-0.1"";""760.4"";""765.3"";""1.0"";""57"";""Ветер, дующий с севера"";""10"";""14"";""15"";""90  или более, но не 100%"";""Ливневый снег или ливневый дождь и снег. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-7.6"";"""";"""";"""";"""";"""";""""",
"""04.05.2023 12:00"";""-0.9"";""759.4"";""764.2"";""1.2"";""70"";""Ветер, дующий с северо-северо-запада"";""8"";""12"";""15"";""90  или более, но не 100%"";""Ливневая снежная крупа или небольшой град с дождем или без него, или дождь со снегом слабые в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-5.8"";"""";"""";"""";"""";"""";""""",
"""04.05.2023 09:00"";""-2.1"";""758.2"";""763.1"";""0.6"";""85"";""Ветер, дующий с севера"";""8"";""13"";""15"";""90  или более, но не 100%"";""Ливневый снег умеренный или сильный в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-2.9"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""2.0"";""-4.3"";""2.0"";""12"";"""";"""";""Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""4.0""",
"""04.05.2023 06:00"";""-2.3"";""757.6"";""762.5"";""0.0"";""79"";""Ветер, дующий с северо-северо-запада"";""9"";""12"";""13"";""90  или более, но не 100%"";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-2.9"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-5.5"";""2.0"";""12"";"""";"""";"""";""""",
"""04.05.2023 03:00"";""-2.6"";""757.6"";""762.4"";""0.0"";""90"";""Ветер, дующий с севера"";""8"";""11"";""16"";""100%."";""Ливневый снег умеренный или сильный в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""300-600"";"""";"""";""2.0"";""-4.1"";"""";"""";"""";"""";"""";""""",
"""04.05.2023 00:00"";""-2.1"";""757.6"";""762.4"";""0.7"";""88"";""Ветер, дующий с севера"";""9"";""13"";""16"";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""300-600"";"""";"""";""4.0"";""-3.9"";"""";"""";"""";"""";"""";""""",
"""03.05.2023 21:00"";""-0.8"";""756.9"";""761.7"";""0.8"";""87"";""Ветер, дующий с севера"";""11"";""15"";""15"";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""2.4"";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""300-600"";"""";"""";""4.0"";""-2.7"";""1.0"";""12"";"""";"""";"""";""""",
"""03.05.2023 18:00"";""-0.1"";""756.1"";""760.9"";""0.9"";""87"";""Ветер, дующий с севера"";""10"";""15"";""15"";""100%."";""Ливневый снег умеренный или сильный в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""1.0"";""-2.1"";""0.6"";""12"";"""";"""";"""";""""",
"""03.05.2023 15:00"";""2.2"";""755.2"";""760.0"";""-0.1"";""71"";""Ветер, дующий с северо-северо-востока"";""9"";""13"";""14"";""90  или более, но не 100%"";""Ливневый снег или ливневый дождь и снег. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.6"";"""";"""";"""";"""";"""";""""",
"""03.05.2023 12:00"";""0.8"";""755.3"";""760.0"";""-0.4"";""69"";""Ветер, дующий с севера"";""5"";""7"";""8"";""70 – 80%."";"" "";"""";"""";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""60%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-4.3"";"""";"""";"""";"""";"""";""""",
"""03.05.2023 09:00"";""-0.8"";""755.7"";""760.5"";""-0.3"";""62"";""Ветер, дующий с северо-северо-запада"";""2"";""4"";""9"";""70 – 80%."";"" "";"""";"""";""-4.2"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""60%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-7.2"";""Осадков нет"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Снежный покров не постоянный.""",
"""03.05.2023 06:00"";""-3.9"";""756.0"";""760.9"";""0.0"";""70"";""Ветер, дующий с северо-северо-запада"";""1"";""3"";""9"";""90  или более, но не 100%"";"" "";"""";"""";""-4.2"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-8.7"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""03.05.2023 03:00"";""-4.0"";""756.0"";""760.9"";""0.5"";""66"";""Ветер, дующий с запада"";""3"";""4"";""7"";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""50.0"";""-9.4"";"""";"""";"""";"""";"""";""""",
"""03.05.2023 00:00"";""-2.2"";""755.5"";""760.4"";""0.8"";""57"";""Ветер, дующий с западо-северо-запада"";""3"";""5"";""7"";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""10.0"";""-9.7"";"""";"""";"""";"""";"""";""""",
"""02.05.2023 21:00"";""-0.1"";""754.7"";""759.5"";""1.8"";""50"";""Ветер, дующий с западо-северо-запада"";""4"";""7"";""13"";""20–30%."";"" "";"""";"""";"""";""4.0"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-9.4"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""02.05.2023 18:00"";""2.9"";""752.9"";""757.6"";""1.6"";""43"";""Ветер, дующий с западо-северо-запада"";""5"";""8"";""13"";""40%."";"" "";"""";"""";"""";"""";""Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях."";""40%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-8.6"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""02.05.2023 15:00"";""3.0"";""751.3"";""756.1"";""2.4"";""54"";""Ветер, дующий с западо-северо-запада"";""5"";""9"";""18"";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-5.4"";"""";"""";"""";"""";"""";""""",
"""02.05.2023 12:00"";""3.9"";""748.9"";""753.7"";""1.8"";""54"";""Ветер, дующий с запада"";""7"";""12"";""12"";""90  или более, но не 100%"";""Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. "";""Облака покрывали более половины неба в течение всего соответствующего периода."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-4.6"";"""";"""";"""";"""";"""";""""",
