#,Unnamed: 1
"""Местное время в Мурманске"";""T"";""Po"";""P"";""Pa"";""U"";""DD"";""Ff"";""ff10"";""ff3"";""N"";""WW"";""W1"";""W2"";""Tn"";""Tx"";""Cl"";""Nh"";""H"";""Cm"";""Ch"";""VV"";""Td"";""RRR"";""tR"";""E"";""Tg"";""E'"";""sss""",
"""01.05.2023 06:00"";""2.7"";""750.4"";""755.2"";""-1.2"";""83"";""Ветер, дующий с юго-юго-запада"";""2"";""4"";""9"";""70 – 80%."";"" "";"""";"""";""2.5"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""0.0"";""0.1"";""12"";"""";"""";"""";""""",
"""01.05.2023 03:00"";""2.7"";""751.6"";""756.3"";""-2.0"";""80"";""Ветер, дующий с юга"";""5"";""8"";""11"";""70 – 80%."";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-0.5"";"""";"""";"""";"""";"""";""""",
"""01.05.2023 00:00"";""2.6"";""753.6"";""758.3"";""-1.3"";""81"";""Ветер, дующий с востока"";""3"";""6"";""11"";""100%."";""Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""100%."";""600-1000"";"""";"""";""10.0"";""-0.4"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 21:00"";""5.3"";""754.9"";""759.6"";""0.0"";""59"";""Ветер, дующий с юго-юго-востока"";""5"";""7"";""13"";""100%."";"" "";"""";"""";"""";""7.8"";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""2500 или более, или облаков нет."";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";"""";""50.0"";""-2.1"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""30.04.2023 18:00"";""6.7"";""754.9"";""759.5"";""0.3"";""51"";""Ветер, дующий с юга"";""6"";"""";""13"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""1000-1500"";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся."";""50.0"";""-2.8"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""30.04.2023 15:00"";""7.1"";""754.6"";""759.3"";""0.0"";""47"";""Ветер, дующий с юга"";""8"";""12"";""14"";""60%."";"" "";"""";"""";"""";"""";""Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне."";""40%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-3.7"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 12:00"";""5.1"";""754.6"";""759.3"";""0.0"";""57"";""Ветер, дующий с юга"";""5"";""8"";""11"";""60%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""60%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-2.7"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 09:00"";""3.3"";""754.6"";""759.3"";""0.5"";""67"";""Ветер, дующий с юга"";""5"";""8"";""11"";""70 – 80%."";"" "";"""";"""";""-1.7"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""40%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-2.4"";""0.7"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Менее 0.5""",
"""30.04.2023 06:00"";""0.3"";""754.1"";""758.9"";""0.7"";""79"";""Ветер, дующий с юга"";""3"";""5"";""11"";""60%."";"" "";"""";"""";""-1.7"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""40%."";""600-1000"";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-3.0"";""0.7"";""12"";"""";"""";"""";""""",
"""30.04.2023 03:00"";""0.8"";""753.4"";""758.1"";""0.2"";""78"";""Ветер, дующий с юго-востока"";""7"";""10"";""13"";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-2.6"";"""";"""";"""";"""";"""";""""",
"""30.04.2023 00:00"";""-0.8"";""753.2"";""758.0"";""-1.1"";""86"";""Ветер, дующий с востоко-юго-востока"";""5"";""9"";""13"";""90  или более, но не 100%"";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""4.0"";""-2.8"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 21:00"";""-1.0"";""754.3"";""759.1"";""-1.5"";""75"";""Ветер, дующий с востока"";""8"";""14"";""17"";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""1.3"";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""600-1000"";""Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются."";"""";""10.0"";""-4.9"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""29.04.2023 18:00"";""0.1"";""755.8"";""760.6"";""-2.1"";""67"";""Ветер, дующий с востока"";""7"";""12"";""17"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""2500 или более, или облаков нет."";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";"""";""50.0"";""-5.4"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""29.04.2023 15:00"";""1.0"";""757.9"";""762.7"";""-1.8"";""61"";""Ветер, дующий с востока"";""7"";""13"";""14"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""90  или более, но не 100%"";""2500 или более, или облаков нет."";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-5.7"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 12:00"";""0.3"";""759.7"";""764.5"";""-1.3"";""63"";""Ветер, дующий с востока"";""6"";""10"";""11"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""600-1000"";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-6.1"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 09:00"";""-1.8"";""761.0"";""765.9"";""-0.8"";""66"";""Ветер, дующий с востоко-юго-востока"";""5"";""12"";""12"";""60%."";"" "";"""";"""";""-4.2"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-7.4"";""Осадков нет"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Снежный покров не постоянный.""",
"""29.04.2023 06:00"";""-3.1"";""761.8"";""766.7"";""-0.9"";""73"";""Ветер, дующий с востоко-юго-востока"";""3"";""9"";""9"";""90  или более, но не 100%"";"" "";"""";"""";""-4.2"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""90  или более, но не 100%"";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-7.3"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""29.04.2023 03:00"";""-3.8"";""762.7"";""767.7"";""-0.3"";""75"";""Ветер, дующий с юго-востока"";""4"";""8"";""9"";""70 – 80%."";"" "";"""";"""";"""";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""70 – 80%."";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-7.6"";"""";"""";"""";"""";"""";""""",
"""29.04.2023 00:00"";""-3.7"";""763.0"";""767.9"";""0.3"";""75"";""Ветер, дующий с юго-востока"";""4"";"""";""8"";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-7.5"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 21:00"";""-0.8"";""762.7"";""767.6"";""0.1"";""66"";""Штиль, безветрие"";""0"";"""";"""";""20–30%."";"" "";"""";"""";"""";""2.6"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-6.4"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""28.04.2023 18:00"";""1.7"";""762.6"";""767.4"";""-0.5"";""57"";""Ветер, дующий с юго-востока"";""4"";"""";""9"";""10%  или менее, но не 0"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-5.9"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""28.04.2023 15:00"";""2.3"";""763.1"";""767.9"";""-0.5"";""54"";""Ветер, дующий с юго-востока"";""5"";""8"";""9"";""10%  или менее, но не 0"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-6.2"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 12:00"";""-0.1"";""763.6"";""768.4"";""0.0"";""63"";""Ветер, дующий с востоко-юго-востока"";""4"";""7"";""8"";""10%  или менее, но не 0"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-6.3"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 09:00"";""-1.6"";""763.6"";""768.4"";""0.0"";""69"";""Ветер, дующий с востоко-юго-востока"";""3"";"""";""7"";""10%  или менее, но не 0"";"" "";"""";"""";""-3.8"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-6.7"";""Осадков нет"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Снежный покров не постоянный.""",
"""28.04.2023 06:00"";""-3.4"";""763.6"";""768.5"";""0.4"";""76"";""Ветер, дующий с юго-востока"";""2"";""4"";"""";""20–30%."";"" "";"""";"""";""-3.8"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них."";""20.0"";""-7.0"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""28.04.2023 03:00"";""-3.0"";""763.2"";""768.1"";""0.7"";""78"";""Ветер, дующий с юго-востока"";""4"";""6"";"""";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-6.3"";"""";"""";"""";"""";"""";""""",
"""28.04.2023 00:00"";""-1.0"";""762.5"";""767.4"";""0.7"";""73"";""Ветер, дующий с юго-востока"";""3"";""6"";""6"";""10%  или менее, но не 0"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-5.2"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 21:00"";""1.8"";""761.8"";""766.6"";""0.7"";""67"";""Ветер, дующий с юго-востока"";""1"";""4"";""11"";""10%  или менее, но не 0"";"" "";"""";"""";"""";""5.6"";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-3.8"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""27.04.2023 18:00"";""4.2"";""761.1"";""765.9"";""0.3"";""60"";""Ветер, дующий с юго-востока"";""6"";""9"";""11"";""10%  или менее, но не 0"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""10%  или менее, но не 0"";""2500 или более, или облаков нет."";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-3.0"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""27.04.2023 15:00"";""5.0"";""760.8"";""765.5"";""0.3"";""55"";""Ветер, дующий с юго-востока"";""5"";""8"";""9"";""10%  или менее, но не 0"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""10%  или менее, но не 0"";""2500 или более, или облаков нет."";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-3.3"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 12:00"";""4.5"";""760.5"";""765.3"";""0.7"";""48"";""Ветер, дующий с юго-юго-востока"";""3"";""6"";"""";""70 – 80%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""70 – 80%."";""2500 или более, или облаков нет."";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-5.8"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 09:00"";""2.2"";""759.8"";""764.5"";""1.0"";""53"";""Ветер, дующий с юго-востока"";""4"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";""0.2"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""90  или более, но не 100%"";""2500 или более, или облаков нет."";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-6.4"";""Осадков нет"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Снежный покров не постоянный.""",
"""27.04.2023 06:00"";""0.7"";""758.8"";""763.6"";""0.5"";""57"";""Ветер, дующий с юга"";""1"";""2"";""5"";""90  или более, но не 100%"";"" "";"""";"""";""0.2"";"""";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""50%."";""600-1000"";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-6.9"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""27.04.2023 03:00"";""0.6"";""758.3"";""763.1"";""0.4"";""52"";""Штиль, безветрие"";""0"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-8.2"";"""";"""";"""";"""";"""";""""",
"""27.04.2023 00:00"";""2.1"";""757.9"";""762.7"";""0.3"";""42"";""Ветер, дующий с востока"";""2"";""3"";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""40%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""10.0"";""-9.5"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 21:00"";""2.8"";""757.6"";""762.3"";""0.0"";""47"";""Ветер, дующий с востоко-юго-востока"";""1"";""3"";""8"";""90  или более, но не 100%"";"" "";"""";"""";"""";""3.6"";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""60%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-7.6"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""26.04.2023 18:00"";""3.1"";""757.6"";""762.4"";""-0.2"";""48"";""Ветер, дующий с востока"";""3"";""6"";""8"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""2500 или более, или облаков нет."";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";"""";""50.0"";""-7.0"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""26.04.2023 15:00"";""3.2"";""757.8"";""762.6"";""-0.2"";""42"";""Ветер, дующий с востоко-северо-востока"";""4"";""6"";""6"";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""2500 или более, или облаков нет."";""Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми."";"""";""50.0"";""-8.5"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 12:00"";""3.0"";""758.0"";""762.8"";""-0.5"";""37"";""Ветер, дующий с востока"";""3"";""4"";""6"";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""90  или более, но не 100%"";""2500 или более, или облаков нет."";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-10.4"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 09:00"";""0.0"";""758.5"";""763.3"";""-0.2"";""58"";""Ветер, дующий с севера"";""1"";""2"";"""";""60%."";"" "";"""";"""";""-4.8"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-7.3"";""Осадков нет"";""12"";"""";"""";""Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью."";""Менее 0.5""",
"""26.04.2023 06:00"";""-4.6"";""758.7"";""763.6"";""0.2"";""76"";""Ветер, дующий с юга"";""2"";""3"";"""";""20–30%."";"" "";"""";"""";""-4.8"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""10%  или менее, но не 0"";""2500 или более, или облаков нет."";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-8.3"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""26.04.2023 03:00"";""-3.6"";""758.5"";""763.4"";""0.2"";""75"";""Ветер, дующий с юго-юго-запада"";""3"";""4"";"""";""40%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""10.0"";""-7.4"";"""";"""";"""";"""";"""";""""",
"""26.04.2023 00:00"";""-1.4"";""758.3"";""763.2"";""0.4"";""58"";""Ветер, дующий с юга"";""1"";""2"";"""";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""10.0"";""-8.6"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 21:00"";""0.8"";""757.9"";""762.7"";""0.9"";""47"";""Ветер, дующий с северо-запада"";""2"";""3"";""12"";""20–30%."";"" "";"""";"""";"""";""3.3"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-9.3"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""25.04.2023 18:00"";""3.0"";""757.0"";""761.8"";""0.1"";""37"";""Ветер, дующий с западо-северо-запада"";""4"";""7"";""12"";""10%  или менее, но не 0"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-10.5"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""25.04.2023 15:00"";""2.4"";""756.9"";""761.6"";""0.8"";""37"";""Ветер, дующий с запада"";""6"";""9"";"""";""20–30%."";"" "";"""";"""";"""";"""";""Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-10.8"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 12:00"";""1.3"";""756.1"";""760.8"";""0.8"";""43"";""Ветер, дующий с запада"";""6"";""10"";""11"";""20–30%."";"" "";"""";"""";"""";"""";""Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""50.0"";""-10.0"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 09:00"";""-0.8"";""755.3"";""760.1"";""0.6"";""61"";""Ветер, дующий с западо-юго-запада"";""4"";""6"";""8"";""Облаков нет."";"" "";"""";"""";""-4.7"";"""";"""";"""";"""";"""";"""";""50.0"";""-7.5"";""Осадков нет"";""12"";"""";"""";""Сухой рассыпчатый снег покрывает по крайней мере половину поверхности почвы (но не полностью)."";""1.0""",
"""25.04.2023 06:00"";""-4.2"";""754.7"";""759.6"";""0.5"";""73"";""Ветер, дующий с юга"";""3"";""6"";""6"";""20–30%."";"" "";"""";"""";""-4.7"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""10%  или менее, но не 0"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""50.0"";""-8.3"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""25.04.2023 03:00"";""-3.9"";""754.2"";""759.0"";""0.7"";""75"";""Ветер, дующий с юга"";""3"";""5"";""6"";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""10.0"";""-7.8"";"""";"""";"""";"""";"""";""""",
